cd_id,cd_type_id,cd_mileage_miles,cd_car_price,cd_year,cd_make,cd_model,cd_body_style,cd_doors,cd_mpg,cd_engine,cd_transmission,cd_drive_type,cd_fuel,cd_tank_size,cd_bed_style,cd_cab_style,cd_path_
13937,248,49182,44999,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13938,248,49182,44999,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13939,248,49182,44999,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13940,248,49182,44999,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13941,248,49182,44999,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13942,248,49182,44999,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13943,248,49182,44999,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13944,248,49182,44999,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13945,248,49182,44999,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13946,248,49182,44999,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13947,248,59980,34999,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,RWD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13948,248,59980,34999,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,RWD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13949,248,59980,34999,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,RWD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13950,248,59980,34999,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,RWD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13951,248,59980,34999,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,RWD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13952,248,59980,34999,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,RWD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13953,248,59980,34999,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,RWD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13954,248,59980,34999,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,RWD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13955,248,59980,34999,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,RWD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13956,248,59980,34999,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,RWD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13957,248,59980,34999,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,RWD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13958,248,59980,34999,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,RWD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13959,248,59980,34999,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,RWD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13960,248,73050,41589,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13961,248,73050,41589,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13962,248,73050,41589,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13963,248,73050,41589,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13964,248,73050,41589,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13965,248,73050,41589,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13966,248,73050,41589,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13967,248,73050,41589,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13968,248,73050,41589,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13969,248,73050,41589,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13970,248,73050,41589,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13971,248,73050,41589,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13972,248,73050,41589,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13973,248,75776,40589,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13974,248,75776,40589,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13975,248,75776,40589,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13976,248,75776,40589,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13977,248,75776,40589,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13978,248,75776,40589,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13979,248,75776,40589,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13980,248,75776,40589,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13981,248,75776,40589,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13982,248,75776,40589,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13983,248,75776,40589,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13984,248,75776,40589,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13985,248,75776,40589,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13986,248,48649,46589,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13987,248,48649,46589,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13988,248,48649,46589,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13989,248,48649,46589,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13990,248,48649,46589,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13991,248,48649,46589,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13992,248,48649,46589,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13993,248,48649,46589,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13994,248,48649,46589,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13995,248,48649,46589,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13996,248,48649,46589,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13997,248,48649,46589,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13998,248,48649,46589,2020,ford,f 150,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Flexible-Fuel,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
13999,248,53429,44999,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
14000,248,53429,44999,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
14001,248,53429,44999,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
14002,248,53429,44999,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
14003,248,53429,44999,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
14004,248,53429,44999,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
14005,248,53429,44999,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
14006,248,53429,44999,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
14007,248,53429,44999,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
14008,248,53429,44999,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
14009,248,53429,44999,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
14010,248,53429,44999,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
14011,248,53429,44999,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
14012,248,53429,44999,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
14013,248,53429,44999,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
14014,248,53429,44999,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
14015,248,53429,44999,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
14016,248,53429,44999,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
14017,248,53429,44999,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
14018,248,53429,44999,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
14019,248,53429,44999,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
14020,248,53429,44999,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
14021,248,53429,44999,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
14022,248,53429,44999,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
14023,248,53429,44999,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
14024,248,53429,44999,2020,ford,f 150,Pickup,4 Doors,16 City / 22 Hwy,6 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Ford_F-150_2019_52_18_390_50_8_79_75_231_17_RWD_5_4_Pickup_AFR.jpg
14025,246,33908,51589,2022,chevrolet,silverado 1500,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Chevrolet_Silverado 1500_2020_37_20_280_43_6_81_75_nan_16_RWD_6_4_Pickup_Bxv.jpg
14026,246,33908,51589,2022,chevrolet,silverado 1500,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Chevrolet_Silverado 1500_2020_37_20_280_43_6_81_75_nan_16_RWD_6_4_Pickup_Bxv.jpg
14027,246,33908,51589,2022,chevrolet,silverado 1500,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Chevrolet_Silverado 1500_2020_37_20_280_43_6_81_75_nan_16_RWD_6_4_Pickup_Bxv.jpg
14028,246,33908,51589,2022,chevrolet,silverado 1500,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Chevrolet_Silverado 1500_2020_37_20_280_43_6_81_75_nan_16_RWD_6_4_Pickup_Bxv.jpg
14029,246,33908,51589,2022,chevrolet,silverado 1500,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Chevrolet_Silverado 1500_2020_37_20_280_43_6_81_75_nan_16_RWD_6_4_Pickup_Bxv.jpg
14030,246,33908,51589,2022,chevrolet,silverado 1500,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Chevrolet_Silverado 1500_2020_37_20_280_43_6_81_75_nan_16_RWD_6_4_Pickup_Bxv.jpg
14031,246,33908,51589,2022,chevrolet,silverado 1500,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Chevrolet_Silverado 1500_2020_37_20_280_43_6_81_75_nan_16_RWD_6_4_Pickup_Bxv.jpg
14032,246,33908,51589,2022,chevrolet,silverado 1500,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Chevrolet_Silverado 1500_2020_37_20_280_43_6_81_75_nan_16_RWD_6_4_Pickup_Bxv.jpg
14033,246,33908,51589,2022,chevrolet,silverado 1500,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Chevrolet_Silverado 1500_2020_37_20_280_43_6_81_75_nan_16_RWD_6_4_Pickup_Bxv.jpg
14034,246,33908,51589,2022,chevrolet,silverado 1500,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Chevrolet_Silverado 1500_2020_37_20_280_43_6_81_75_nan_16_RWD_6_4_Pickup_Bxv.jpg
14035,246,33908,51589,2022,chevrolet,silverado 1500,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Chevrolet_Silverado 1500_2020_37_20_280_43_6_81_75_nan_16_RWD_6_4_Pickup_Bxv.jpg
14036,246,33908,51589,2022,chevrolet,silverado 1500,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Chevrolet_Silverado 1500_2020_37_20_280_43_6_81_75_nan_16_RWD_6_4_Pickup_Bxv.jpg
14037,246,33908,51589,2022,chevrolet,silverado 1500,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Chevrolet_Silverado 1500_2020_37_20_280_43_6_81_75_nan_16_RWD_6_4_Pickup_Bxv.jpg
14038,246,33908,51589,2022,chevrolet,silverado 1500,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Chevrolet_Silverado 1500_2020_37_20_280_43_6_81_75_nan_16_RWD_6_4_Pickup_Bxv.jpg
14039,246,33908,51589,2022,chevrolet,silverado 1500,Pickup,4 Doors,/,8 Cyl,Automatic,4WD,Gasoline,,,Crew Cab,Chevrolet_Silverado 1500_2020_37_20_280_43_6_81_75_nan_16_RWD_6_4_Pickup_Bxv.jpg
14040,246,14731,31589,2022,chevrolet,silverado 1500,Pickup,2 Doors,16 City / 21 Hwy,8 Cyl,Automatic,RWD,Gasoline,,Long Bed,Regular Cab,Chevrolet_Silverado 1500_2020_37_20_280_43_6_81_75_nan_16_RWD_6_4_Pickup_Bxv.jpg
14041,246,14731,31589,2022,chevrolet,silverado 1500,Pickup,2 Doors,16 City / 21 Hwy,8 Cyl,Automatic,RWD,Gasoline,,Long Bed,Regular Cab,Chevrolet_Silverado 1500_2020_37_20_280_43_6_81_75_nan_16_RWD_6_4_Pickup_Bxv.jpg
14042,246,14731,31589,2022,chevrolet,silverado 1500,Pickup,2 Doors,16 City / 21 Hwy,8 Cyl,Automatic,RWD,Gasoline,,Long Bed,Regular Cab,Chevrolet_Silverado 1500_2020_37_20_280_43_6_81_75_nan_16_RWD_6_4_Pickup_Bxv.jpg
14043,246,14731,31589,2022,chevrolet,silverado 1500,Pickup,2 Doors,16 City / 21 Hwy,8 Cyl,Automatic,RWD,Gasoline,,Long Bed,Regular Cab,Chevrolet_Silverado 1500_2020_37_20_280_43_6_81_75_nan_16_RWD_6_4_Pickup_Bxv.jpg
14044,246,14731,31589,2022,chevrolet,silverado 1500,Pickup,2 Doors,16 City / 21 Hwy,8 Cyl,Automatic,RWD,Gasoline,,Long Bed,Regular Cab,Chevrolet_Silverado 1500_2020_37_20_280_43_6_81_75_nan_16_RWD_6_4_Pickup_Bxv.jpg
14045,246,14731,31589,2022,chevrolet,silverado 1500,Pickup,2 Doors,16 City / 21 Hwy,8 Cyl,Automatic,RWD,Gasoline,,Long Bed,Regular Cab,Chevrolet_Silverado 1500_2020_37_20_280_43_6_81_75_nan_16_RWD_6_4_Pickup_Bxv.jpg
14046,246,14731,31589,2022,chevrolet,silverado 1500,Pickup,2 Doors,16 City / 21 Hwy,8 Cyl,Automatic,RWD,Gasoline,,Long Bed,Regular Cab,Chevrolet_Silverado 1500_2020_37_20_280_43_6_81_75_nan_16_RWD_6_4_Pickup_Bxv.jpg
